,course_title,url,tags,content
3337,financial model fundamentals-learn the essential skills,https://www.udemy.com/financial-model-fundamentals-learn-the-essential-skills/,Business Finance,financial model fundamentalslearn essential skills business finance
3338,financial modeling - build your own 3 statement projection,https://www.udemy.com/financial-modelling-build-your-own-3-statement-projection/,Business Finance,financial modeling  build 3 statement projection business finance
3339,financial modeling - facebook case study,https://www.udemy.com/financial-modeling-facebook-case-study_in_excel/,Business Finance,financial modeling  facebook case study business finance
3340,financial modeling 101,https://www.udemy.com/financial-modeling-101/,Business Finance,financial modeling 101 business finance
3341,financial modeling and valuation: complete beginner to pro,https://www.udemy.com/financial-modeling-and-valuation-complete-beginner-to-pro/,Business Finance,financial modeling valuation complete beginner pro business finance
3342,financial modeling for business analysts and consultants,https://www.udemy.com/financial-modeling-for-business-analysts-and-consultants/,Business Finance,financial modeling business analysts consultants business finance
3343,financial modeling for professionals in 1 day!,https://www.udemy.com/financial-modeling-for-professionals/,Business Finance,financial modeling professionals 1 day business finance
3344,financial modeling for startups & small businesses,https://www.udemy.com/financial-modeling-for-startups-small-businesses/,Business Finance,financial modeling startups  small businesses business finance
3345,financial modeling in excel for startups,https://www.udemy.com/financial-modeling-in-excel-for-startups/,Business Finance,financial modeling excel startups business finance
3346,financial modeling: build a complete dcf valuation model,https://www.udemy.com/learn-how-to-value-a-company-and-build-a-dcf-model/,Business Finance,financial modeling build complete dcf valuation model business finance
3347,financial modeling: build a dcf equity valuation model,https://www.udemy.com/guide-to-do-a-step-by-step-discounted-cash-flow-valuation/,Business Finance,financial modeling build dcf equity valuation model business finance
3348,financial modeling: build a forward looking financial model,https://www.udemy.com/how-to-make-an-integrated-financial-model/,Business Finance,financial modeling build forward looking financial model business finance
3349,financial modeling: build a multiples valuation model,https://www.udemy.com/how-to-do-a-multiples-based-valuation-of-a-company/,Business Finance,financial modeling build multiples valuation model business finance
3350,financial modelling for entrepreneurs,https://www.udemy.com/financial-modelling-for-entrepreneurs/,Business Finance,financial modelling entrepreneurs business finance
3351,financial modelling in excel step by step,https://www.udemy.com/financial-modelling-course-using-excel/,Business Finance,financial modelling excel step step business finance
3352,financial planning & analysis: building a company's budget,https://www.udemy.com/financial-planning-analysis-building-a-companys-budget/,Business Finance,financial planning  analysis building companys budget business finance
3353,financial ratios using excel,https://www.udemy.com/financialratios/,Business Finance,financial ratios excel business finance
3354,financial reporting - fundamentals/basics,https://www.udemy.com/financial-reporting-fundamentals/,Business Finance,financial reporting  fundamentalsbasics business finance
3355,financial reporting a comprehensive study,https://www.udemy.com/financial-reporting-a-comprehensive-study/,Business Finance,financial reporting comprehensive study business finance
3356,financial risk manager (frm) certification: level i,https://www.udemy.com/financial-risk-manager-frm-certification-level-i/,Business Finance,financial risk manager frm certification level business finance
3357,financial risk manager (frm) certification: level ii,https://www.udemy.com/financial-risk-manager-frm-certification-level-ii/,Business Finance,financial risk manager frm certification level ii business finance
3358,financial statement auditing cycles,https://www.udemy.com/financial-statement-auditing-cycles/,Business Finance,financial statement auditing cycles business finance
3359,financial statement fundamentals for small biz & investors,https://www.udemy.com/financial-statement-fundamentals/,Business Finance,financial statement fundamentals small biz  investors business finance
3360,financial statement review 101:  how to find errors,https://www.udemy.com/financial-statement-review-101-how-to-find-errors/,Business Finance,financial statement review 101 find errors business finance
3361,financial statements analysis: learn to invest like a pro!,https://www.udemy.com/financial-statements-and-ratios-for-beginner-investors/,Business Finance,financial statements analysis learn invest like pro business finance
3362,financial statements basics,https://www.udemy.com/financial-statements-basics/,Business Finance,financial statements basics business finance
3363,financial statements made easy,https://www.udemy.com/intro-to-financial-statements-for-entrepreneurs/,Business Finance,financial statements easy business finance
3364,financial statements: learn accounting. unlock the numbers.,https://www.udemy.com/learn-accounting-unlock-the-numbers/,Business Finance,financial statements learn accounting unlock numbers business finance
3365,financial translation,https://www.udemy.com/financial-translation/,Business Finance,financial translation business finance
3366,finding an unlimited amount of investors,https://www.udemy.com/accredited-investors/,Business Finance,finding unlimited investors business finance
3367,fingerpicking blues guitar lessons - bottleneck guitar,https://www.udemy.com/open-g-and-d-guitar-lessons/,Musical Instruments,fingerpicking blues guitar lessons  bottleneck guitar musical instruments
3368,fingerpicking classics - great songs played fingerstyle!,https://www.udemy.com/fingerpicking-learn-fingerstyle-guitar-songs/,Musical Instruments,fingerpicking classics  great songs played fingerstyle musical instruments
3369,fingerpicking for guitar,https://www.udemy.com/fingerpicking-for-guitar/,Musical Instruments,fingerpicking guitar musical instruments
3370,fingerpicking fundamentals,https://www.udemy.com/fingerpicking-fundamentals/,Musical Instruments,fingerpicking fundamentals musical instruments
3371,fingerstyle guitar by jacques stotzem - advanced level,https://www.udemy.com/fingerstyleguitar-jacques-stotzem-advanced/,Musical Instruments,fingerstyle guitar jacques stotzem  advanced level musical instruments
3372,fingerstyle guitar mastery: 3 techniques you need to know,https://www.udemy.com/3-fingerstyle-guitar-techniques-you-need-to-know/,Musical Instruments,fingerstyle guitar mastery 3 techniques need know musical instruments
3373,fingerstyleguitar by jacques stotzem - basic level,https://www.udemy.com/basic-fingerstyleguitar-jacques-stotzem/,Musical Instruments,fingerstyleguitar jacques stotzem  basic level musical instruments
3374,first steps to trading the forexmarkets : technical analysis,https://www.udemy.com/first-steps-to-trading-the-forexmarkets-technical-analysis/,Business Finance,steps trading forexmarkets  technical analysis business finance
3375,first web application with spring boot,https://www.udemy.com/spring-boot-first-web-application/,web development software development,web application spring boot web development software development
3376,five steps to becoming a winner in stock investing,https://www.udemy.com/five-steps-to-becoming-a-winner-in-stock-investing/,Business Finance,steps winner stock investing business finance
3377,fix google's new 'not secure' warning with let's encrypt!,https://www.udemy.com/fix-googles-new-not-secure-warning-with-lets-encrypt/,web development software development,fix googles new not secure warning lets encrypt web development software development
3378,fixed income securities,https://www.udemy.com/fixed-income-securities/,Business Finance,fixed income securities business finance
3379,"fixed income valuation and analysis, cfa l2",https://www.udemy.com/fixed-income-simplified-for-cfa-l2/,Business Finance,fixed income valuation analysis cfa l2 business finance
3380,flamenco guitar,https://www.udemy.com/flamenco-guitar-a/,Musical Instruments,flamenco guitar musical instruments
3381,flask tutorial step by step,https://www.udemy.com/python-flask-tutorial-step-by-step/,web development software development,flask tutorial step step web development software development
3382,flat design - create beautiful flat graphics in photoshop,https://www.udemy.com/flat-design-graphics-photoshop/,Graphic Design,flat design  create beautiful flat graphics photoshop graphic design
3383,flat icon design in powerpoint,https://www.udemy.com/flat-icon-design-powerpoint/,Graphic Design,flat icon design powerpoint graphic design
3384,flexbox: the complete guide,https://www.udemy.com/flexbox-the-complete-guide/,web development software development,flexbox complete guide web development software development
3385,flow management and forecasting,https://www.udemy.com/cashflow-management-and-forecasting/,Business Finance,flow management forecasting business finance
3386,flute lessons for beginners,https://www.udemy.com/the-music-coach-online-flute-lesson-program/,Musical Instruments,flute lessons beginners musical instruments
3387,flute pro series - you're about to love practicing the flute,https://www.udemy.com/flute-pro-series/,Musical Instruments,flute pro series  love practicing flute musical instruments
3388,"flute solos: learn how to perform three fun, unique pieces",https://www.udemy.com/flute-solos/,Musical Instruments,flute solos learn perform fun unique pieces musical instruments
3389,fmt: forex market trader certificate,https://www.udemy.com/fmtcertificate/,Business Finance,fmt forex market trader certificate business finance
3390,for free - deploy quickly spring boot on heroku with mysql,https://www.udemy.com/learn-quickly-deploying-spring-boot-app-on-heroku-with-mysql/,web development software development,free  deploy quickly spring boot heroku mysql web development software development
3391,forex - calculate lot size like pro,https://www.udemy.com/forex-calculate-lot-size-like-pro/,Business Finance,forex  calculate lot size like pro business finance
3392,forex - catch the big market moves in forex,https://www.udemy.com/how-to-catch-the-big-market-moves-in-forex/,Business Finance,forex  catch big market moves forex business finance
3393,forex - elliott wave theory with fibonacci. ,https://www.udemy.com/forex-strategy-elliott-wave-theory-with-fibonacci/,Business Finance,forex  elliott wave theory fibonacci business finance
3394,forex - help i cant trade,https://www.udemy.com/forex-help-i-cant-trade/,Business Finance,forex  help cant trade business finance
3395,forex - price action reversal strategy,https://www.udemy.com/forex-price-action-reversal-strategy/,Business Finance,forex  price action reversal strategy business finance
3396,forex - top equity management strategy,https://www.udemy.com/forex-millionaire-money-management-strategy/,Business Finance,forex  equity management strategy business finance
3397,forex - trade gartley with precision - complete strategy,https://www.udemy.com/forex-trade-gartley-with-precision-complete-strategy/,Business Finance,forex  trade gartley precision  complete strategy business finance
3398,forex & financial market trading tutorial- online strategies,https://www.udemy.com/forex-education-school-pforex/,Business Finance,forex  financial market trading tutorial online strategies business finance
3399,forex : learn technical analysis,https://www.udemy.com/learn-technical-analysis-from-beginner-to-pro/,Business Finance,forex  learn technical analysis business finance
3400,forex : learnto trade the improved ( advanced ) patterns,https://www.udemy.com/forex-learnto-trade-the-improved-advanced-patterns/,Business Finance,forex  learnto trade improved  advanced  patterns business finance
3401,forex basics,https://www.udemy.com/forex-basics/,Business Finance,forex basics business finance
3402,forex basics (professional course level),https://www.udemy.com/basics-of-international-finance/,Business Finance,forex basics professional course level business finance
3403,forex basics: learn how to read and analyze forex charts,https://www.udemy.com/forex-basics-c/,Business Finance,forex basics learn read analyze forex charts business finance
3404,forex breakout profits: the definitive guide,https://www.udemy.com/forex-breakout-profits-the-definitive-guide/,Business Finance,forex breakout profits definitive guide business finance
3405,forex currency trading for beginners,https://www.udemy.com/forex-currency-trading-for-beginners/,Business Finance,forex currency trading beginners business finance
3406,forex elite trading,https://www.udemy.com/elite-forex-trading-system-beginners-to-intermediate-traders/,Business Finance,forex elite trading business finance
3407,forex for beginners - a guide to currency trading,https://www.udemy.com/forex-for-beginners-a-guide-to-currency-trading/,Business Finance,forex beginners  guide currency trading business finance
3408,forex for beginners: easy forex trading for beginners,https://www.udemy.com/forex-for-beginners-easy-forex-trading-for-beginners/,Business Finance,forex beginners easy forex trading beginners business finance
3409,forex harmonic trading- with multiple forex chart examples,https://www.udemy.com/forex-harmonic-trading-with-multiple-examples/,Business Finance,forex harmonic trading multiple forex chart examples business finance
3410,forex how traders beat the markest with little experience,https://www.udemy.com/forex-how-traders-beat-the-markest-with-little-experience/,Business Finance,forex traders beat markest little experience business finance
3411,forex killing divergence - how to trade with precision,https://www.udemy.com/forex-killing-divergence-how-to-trade-with-precision/,Business Finance,forex killing divergence  trade precision business finance
3412,forex management - detailed study for ca / cs / cfa exams,https://www.udemy.com/international-finance-a-comprehensive-study/,Business Finance,forex management  detailed study  cs  cfa exams business finance
3413,forex metatrader 4: master mt4 like a pro forex trader,https://www.udemy.com/metatrader4/,Business Finance,forex metatrader 4 master mt4 like pro forex trader business finance
3414,forex online live trading system (special offer),https://www.udemy.com/forex-trading-i-will-show-you-how-to-get-profit/,Business Finance,forex online live trading system special offer business finance
3415,forex para principiantes-ejemplos en vivo de trading real,https://www.udemy.com/forex-espanol/,Business Finance,forex para principiantesejemplos en vivo de trading real business finance
3416,forex prep academy for beginners-real trades!,https://www.udemy.com/forex-prep-academy-for-beginners/,Business Finance,forex prep academy beginnersreal trades business finance
3417,forex rate -why it fluctuates -for ca / cma / cs / cfa exams,https://www.udemy.com/forex-rate-parity-theories/,Business Finance,forex rate why fluctuates for  cma  cs  cfa exams business finance
3418,forex robots: expect to earn 175% p.a. forex robot included!,https://www.udemy.com/backtesting/,Business Finance,forex robots expect earn 175 pa forex robot included business finance
3419,forex scam: avoid the scam today,https://www.udemy.com/forex-secrets/,Business Finance,forex scam avoid scam today business finance
3420,forex sos course: trading tweaks and working forex strategy,https://www.udemy.com/forex-sos-course/,Business Finance,forex sos course trading tweaks working forex strategy business finance
3421,"forex strategies: kelly criterion, larry williams and more!",https://www.udemy.com/money-management/,Business Finance,forex strategies kelly criterion larry williams more business finance
3422,forex traders - create your first trading robot. no coding!,https://www.udemy.com/launch-your-amazing-forex-robot-in-30-minutes-no-coding/,Business Finance,forex traders  create trading robot coding business finance
3423,forex trading,https://www.udemy.com/how-to-trade-forex/,Business Finance,forex trading business finance
3424,forex trading -  learn to trade forex like the banks,https://www.udemy.com/forex-trading-learn-the-same-strategies-used-by-banks/,Business Finance,forex trading  learn trade forex like banks business finance
3425,forex trading -  learn to trade from scratch!,https://www.udemy.com/forex-trading-ultimate-course-to-get-you-started/,Business Finance,forex trading  learn trade scratch business finance
3426,forex trading - advanced fundamental analysis,https://www.udemy.com/forex-trading-advanced-fundamental-analysis/,Business Finance,forex trading  advanced fundamental analysis business finance
3427,forex trading - learn an effective forex trading strategy,https://www.udemy.com/forex-trading-strategy-technical-analysis/,Business Finance,forex trading  learn effective forex trading strategy business finance
3428,forex trading - learn in a quick + profitable way + support,https://www.udemy.com/forex-the-only-simple-trading-your-ever-need-bank-trading/,Business Finance,forex trading  learn quick  profitable way  support business finance
3429,forex trading : power of moving averages,https://www.udemy.com/forex-trading-learn-moving-averages-from-scratch-to-pro/,Business Finance,forex trading  power moving averages business finance
3430,forex trading :rsi indicator-a secret weapon,https://www.udemy.com/forex-tradinglearn-rsi-indicator-to-trade-like-a-pro/,Business Finance,forex trading rsi indicatora secret weapon business finance
3431,forex trading a-z™ - with live examples of forex trading,https://www.udemy.com/forex-trading/,Business Finance,forex trading az  live examples forex trading business finance
3432,forex trading basic to advance professional level course,https://www.udemy.com/forex-trading-basic-to-advance-professional-level-course/,Business Finance,forex trading basic advance professional level course business finance
3433,forex trading course: work smarter not harder proven results,https://www.udemy.com/the-complete-trading-course/,Business Finance,forex trading course work smarter harder proven results business finance
3434,forex trading for beginners ,https://www.udemy.com/forex-trading-for-beginners-q/,Business Finance,forex trading beginners business finance
3435,forex trading for beginners - basics,https://www.udemy.com/complete-forex-trading-for-beginners-in-1-course-basics/,Business Finance,forex trading beginners  basics business finance
3436,forex trading for beginners vol 1:a forex course made simple,https://www.udemy.com/forex-trading-for-beginners-vol-1a-forex-course-made-simple/,Business Finance,forex trading beginners vol 1a forex course simple business finance
3437,forex trading for beginners: technical trading,https://www.udemy.com/forex-trading-for-beginners-technical-trading/,Business Finance,forex trading beginners technical trading business finance
3438,forex trading like banks – step by step with live examples,https://www.udemy.com/forex-trading-like-banks-step-by-step-with-live-examples/,Business Finance,forex trading like banks  step step live examples business finance
3439,forex trading made simple,https://www.udemy.com/forex-mentor-online-school/,Business Finance,forex trading simple business finance
3440,forex trading make your first trade today!,https://www.udemy.com/trade-forex/,Business Finance,forex trading trade today business finance
3441,forex trading masterclass - learn to trade better,https://www.udemy.com/forex-market-masterclass/,Business Finance,forex trading masterclass  learn trade better business finance
3442,forex trading plan,https://www.udemy.com/forex-trading-plan/,Business Finance,forex trading plan business finance
3443,forex trading profit 183%p.a : trend is our friend-algotrend,https://www.udemy.com/forex-robot-trading-trend-is-our-friend-algo-trend/,Business Finance,forex trading profit 183pa  trend friendalgotrend business finance
3444,forex trading profitably,https://www.udemy.com/learn-how-to-make-1000s-a-day-forex-trading-in-under-1-hour/,Business Finance,forex trading profitably business finance
3445,"forex trading secrets |mt4 robot (ea) inside, no coding",https://www.udemy.com/forex-trading-robot-forex-trading/,Business Finance,forex trading secrets mt4 robot ea inside coding business finance
3446,forex trading secrets of the pros with amazon's aws,https://www.udemy.com/trading-with-amazons-aws-servers-trade-secrets-of-the-pros/,Business Finance,forex trading secrets pros amazons aws business finance
3447,forex trading system: correlation eur/gbp vs gbp/usd,https://www.udemy.com/forex-trading-correlation-strategy-eurgbp-gbpusd/,Business Finance,forex trading system correlation eurgbp vs gbpusd business finance
3448,"forex trading tactics, that work!",https://www.udemy.com/forex-trading-tactics-that-work/,Business Finance,forex trading tactics work business finance
3449,forex trading using professional indicators by top traders,https://www.udemy.com/forex-trading-using-professional-indicators-by-top-traders/,Business Finance,forex trading professional indicators traders business finance
3450,forex trading vs option trading,https://www.udemy.com/trading-excellence/,Business Finance,forex trading vs option trading business finance
3451,forex trading with binary options,https://www.udemy.com/forex-trading-with-binary-options/,Business Finance,forex trading binary options business finance
3452,"forex trading with fixed 'risk through options trading""",https://www.udemy.com/forexoptions/,Business Finance,forex trading fixed risk options trading business finance
3453,forex trading with price action,https://www.udemy.com/forex-trading-system/,Business Finance,forex trading price action business finance
3454,forex trading: comprehensive & concise forex trading course,https://www.udemy.com/forex-trading-comprehensive-concise-forex-trading-course/,Business Finance,forex trading comprehensive  concise forex trading course business finance
3455,forex trading: strategia correlazione eur/gbp vs gbp/usd,https://www.udemy.com/forex-trading-strategia-correlazione-eurgbp-gbpusd/,Business Finance,forex trading strategia correlazione eurgbp vs gbpusd business finance
3456,forex trading: the high roi forex trading end of day course,https://www.udemy.com/the-high-roi-forex-trading-end-of-day-course/,Business Finance,forex trading high roi forex trading end day course business finance
3457,forex trading: your complete guide to get started like a pro,https://www.udemy.com/forex-trading-your-complete-guide-to-get-started-like-a-pro/,Business Finance,forex trading complete guide started like pro business finance
3458,forex/opciones binarias para principiantes,https://www.udemy.com/forexopciones-binarias-para-principiantes/,Business Finance,forexopciones binarias para principiantes business finance
3459,forex: economic news trading,https://www.udemy.com/forex-economic-news-trading/,Business Finance,forex economic news trading business finance
3460,forex: from zero to hero,https://www.udemy.com/forex-from-zero-to-hero/,Business Finance,forex zero hero business finance
3461,forex: learn to trade forex and fx consistently,https://www.udemy.com/forex-learn-to-trade-forex-and-fx-consistently/,Business Finance,forex learn trade forex fx consistently business finance
3462,forex: presentation and  analysis (fundamental & technical),https://www.udemy.com/forexpresentation-and-analysis-fundamental-and-technical/,Business Finance,forex presentation analysis fundamental  technical business finance
3463,forex: what's a trend and when it is strong and reliable,https://www.udemy.com/forex-whats-a-trend-strong-and-reliable/,Business Finance,forex whats trend strong reliable business finance
3464,forex:trade management & psychology,https://www.udemy.com/forexmoney-management-psychology/,Business Finance,forextrade management  psychology business finance
3465,formation photoshop,https://www.udemy.com/formation-photoshop/,Graphic Design,formation photoshop graphic design
3466,foundation of options trading and investing,https://www.udemy.com/options-trading-course-australia/,Business Finance,foundation options trading investing business finance
3467,foundation skills on adobe illustrator: learn fast!,https://www.udemy.com/foundation_skills_illustrator/,Graphic Design,foundation skills adobe illustrator learn fast graphic design
3468,foundations of front-end web development,https://www.udemy.com/foundations-of-front-end-development/,web development software development,foundations frontend web development web development software development
3469,foundations of investing,https://www.udemy.com/foundations-of-investing/,Business Finance,foundations investing business finance
3470,four fundamentals of financial planning,https://www.udemy.com/four-fundamentals-of-financial-planning/,Business Finance,fundamentals financial planning business finance
3471,free beginner electric guitar lessons,https://www.udemy.com/beginner-electric-guitar-lessons/,Musical Instruments,free beginner electric guitar lessons musical instruments
3472,free options 101 - basic of call and put options in 1 hours,https://www.udemy.com/free-options-101-basic-of-call-and-put-options-in-1-hours/,Business Finance,free options 101  basic options 1 hours business finance
3473,free ways to create passive income online,https://www.udemy.com/how-to-make-passive-income-online/,Business Finance,free ways create passive income online business finance
3474,freelancing a-z: how to start a successful freelance career,https://www.udemy.com/freelance-freelancer-freelancing-freelance-web-designer/,Graphic Design,freelancing az start successful freelance career graphic design
3475,french horn solos: learn how to perform three fun pieces!,https://www.udemy.com/french-horn-solos/,Musical Instruments,french horn solos learn perform fun pieces musical instruments
3476,from 0 to 1: bond theory and valuation,https://www.udemy.com/from-0-to-1-bond-theory-and-valuation/,Business Finance,0 1 bond theory valuation business finance
3477,from 0 to 1: investments and portfolio theory,https://www.udemy.com/from-0-to-1-investments-and-portfolio-theory/,Business Finance,0 1 investments portfolio theory business finance
3478,from drawing to illustration,https://www.udemy.com/from-drawing-to-illustration/,Graphic Design,drawing illustration graphic design
3479,"full stack javascript: learn backbone.js, node.js & mongodb",https://www.udemy.com/fullstack-javascript/,web development software development,stack javascript learn backbonejs nodejs  mongodb web development software development
3480,"full stack universal react with redux, node js and mongodb",https://www.udemy.com/full-stack-universal-react-with-redux-express-and-mongodb/,web development software development,stack universal react redux node js mongodb web development software development
3481,fullpage: the complete guide to flat websites,https://www.udemy.com/easy-flat-design/,Graphic Design,fullpage complete guide flat websites graphic design
3482,full-stack web apps with meteor and react,https://www.udemy.com/meteor-react/,web development software development,fullstack web apps meteor react web development software development
3483,fun and creative web engineering with python and web2py,https://www.udemy.com/web-engineering-with-python-and-web2py/,web development software development,fun creative web engineering python web2py web development software development
3484,fun beginner ukulele course,https://www.udemy.com/beginner-ukulele/,Musical Instruments,fun beginner ukulele course musical instruments
3485,fun ukulele strumming course,https://www.udemy.com/fun-ukulele-strumming-course/,Musical Instruments,fun ukulele strumming course musical instruments
3486,fund flow analysis for ca / cfa / cpa exams,https://www.udemy.com/learn-fund-flow-analysis/,Business Finance,fund flow analysis  cfa  cpa exams business finance
3487,fundamental financial math,https://www.udemy.com/fundamental-financial-math/,Business Finance,fundamental financial math business finance
3488,fundamentals of accounting,https://www.udemy.com/fundamentals-of-accounting/,Business Finance,fundamentals accounting business finance
3489,fundamentals of accounting for business owners,https://www.udemy.com/fundamentals-of-accounting-for-business-owners/,Business Finance,fundamentals accounting business owners business finance
3490,fundamentals of angular 2 full stack design,https://www.udemy.com/fundamentals-of-angular-2-full-stack-design/,web development software development,fundamentals angular 2 stack design web development software development
3491,fundamentals of character design: from concept to vector,https://www.udemy.com/fundamentals-of-character-design-from-concept-to-vector/,Graphic Design,fundamentals character design concept vector graphic design
3492,fundamentals of forex trading,https://www.udemy.com/fundamentals-of-forex-trading/,Business Finance,fundamentals forex trading business finance
3493,fundamentals of investing!,https://www.udemy.com/investment-basics-lets-invest-series/,Business Finance,fundamentals investing business finance
3494,fundamentos de la tipografía - para un diseño eficaz,https://www.udemy.com/los-fundamentos-de-la-tipografia/,Graphic Design,fundamentos de la tipografa  para un diseo eficaz graphic design
3495,fundraise the simplified way: a crowdfunding blueprint,https://www.udemy.com/fundraise-the-simplified-way-a-crowdfunding-blueprint/,Business Finance,fundraise simplified way crowdfunding blueprint business finance
3496,fundraising 101,https://www.udemy.com/fundraising101/,Business Finance,fundraising 101 business finance
3497,fundraising success: the art & science of major gifts,https://www.udemy.com/fundraising-success-the-art-science-of-major-gifts/,Business Finance,fundraising success art  science major gifts business finance
3498,funk rhythm guitar techniques,https://www.udemy.com/funk-rhythm-guitar-techniques/,Musical Instruments,funk rhythm guitar techniques musical instruments
3499,futures/commodity trading,https://www.udemy.com/futurestrading/,Business Finance,futurescommodity trading business finance
3500,futures/commodity training (basics),https://www.udemy.com/commodity/,Business Finance,futurescommodity training basics business finance
3501,fx commodity chart trading patterns for success,https://www.udemy.com/fx-commodity-chart-patterns-mt4-platform/,Business Finance,fx commodity chart trading patterns success business finance
3502,fx trading for beginners,https://www.udemy.com/fx-trading-for-beginners/,Business Finance,fx trading beginners business finance
3503,"'geometry of chance strategy of defeating the roulette.""",https://www.udemy.com/geometry-of-chance-strategy-of-defeating-the-roulette/,Business Finance,geometry chance strategy defeating roulette business finance
3504,gestalt principles & pattern design : create festive pattern,https://www.udemy.com/gestalt-principles-surface-pattern-design-create-festive-pattern/,Graphic Design,gestalt principles  pattern design  create festive pattern graphic design
3505,get a credit repair publication on amazon and live life..,https://www.udemy.com/get-a-credit-repair-publication-on-amazon-and-live-life/,Business Finance,credit repair publication amazon live life business finance
3506,get acquired: learn from the head of acquisitions for ebay,https://www.udemy.com/entrepreneurship-buy-and-sell-your-startup-or-business/,Business Finance,acquired learn head acquisitions ebay business finance
3507,get credit for your ein that's not linked to your ssn,https://www.udemy.com/business-credit/,Business Finance,credit ein thats linked ssn business finance
3508,get great playing harmonica - a fun new leisure time hobby !,https://www.udemy.com/benhewlettharmonicatuitionb1/,Musical Instruments,great playing harmonica  fun new leisure time hobby  musical instruments
3509,get out of debt - the power of using compounding interest,https://www.udemy.com/get-out-of-debt-the-power-of-using-compounding-interest/,Business Finance,debt  power compounding interest business finance
3510,get piano skills today!!! ,https://www.udemy.com/how-to-play-piano2/,Musical Instruments,piano skills today musical instruments
3511,get results - core principles of web development tricks tips,https://www.udemy.com/web-development-foundations-base-for-your-coding-environment/,web development software development,results  core principles web development tricks tips web development software development
3512,get started creating websites everything you need provided,https://www.udemy.com/get-started-creating-websites-everything-you-need-provided/,web development software development,started creating websites need provided web development software development
3513,get started playing blues harmonica,https://www.udemy.com/get-started-playing-blues-harmonica/,Musical Instruments,started playing blues harmonica musical instruments
3514,get started with penny stocks -step by step guide to trading,https://www.udemy.com/trading-penny-stocks-advanced-strategies/,Business Finance,started penny stocks step step guide trading business finance
3515,get to grips with the cfa calculator,https://www.udemy.com/cfa-calculator/,Business Finance,grips cfa calculator business finance
3516,get to know html learn html basics,https://www.udemy.com/html-online-course/,web development software development,know html learn html basics web development software development
3517,"get to know the vix index (aka 'the fear index)""",https://www.udemy.com/vix-index/,Business Finance,know vix index aka the fear index business finance
3518,getting started as a web developer,https://www.udemy.com/refactoru-getting-started-as-a-web-developer/,web development software development,getting started web developer web development software development
3519,getting started on the acoustic guitar,https://www.udemy.com/getting-started-on-the-acoustic-guitar/,Musical Instruments,getting started acoustic guitar musical instruments
3520,getting started with angular 2+,https://www.udemy.com/getting-started-with-angular-2/,web development software development,getting started angular 2 web development software development
3521,getting started with craft cms,https://www.udemy.com/craft-cms/,web development software development,getting started craft cms web development software development
3522,getting started with digital painting using krita,https://www.udemy.com/getting-started-with-digital-painting-using-krita/,Graphic Design,getting started digital painting krita graphic design
3523,getting started with html,https://www.udemy.com/html-basics-course/,web development software development,getting started html web development software development
3524,getting started with illustrator cc,https://www.udemy.com/getting-started-with-illustrator-cc2/,Graphic Design,getting started illustrator cc graphic design
3525,getting started with javascript,https://www.udemy.com/javascript-code/,web development software development,getting started javascript web development software development
3526,getting started with less - beginner crash course,https://www.udemy.com/getting-started-with-less-beginner-crash-course/,web development software development,getting started  beginner crash course web development software development
3527,getting started with magento,https://www.udemy.com/getting-started-with-magento/,web development software development,getting started magento web development software development
3528,getting started with nodejs for beginners,https://www.udemy.com/getting-started-with-nodejs-for-beginners/,web development software development,getting started nodejs beginners web development software development
3529,getting started with photoshop cc,https://www.udemy.com/getting-started-with-photoshop-cc2/,Graphic Design,getting started photoshop cc graphic design
3530,getting started with playing guitar,https://www.udemy.com/getting-started-with-playing-guitar/,Musical Instruments,getting started playing guitar musical instruments
3531,getting started with power chords,https://www.udemy.com/getting-started-with-power-chords/,Musical Instruments,getting started power chords musical instruments
3532,getting started with the guitar in 5 days,https://www.udemy.com/guitarin5days/,Musical Instruments,getting started guitar 5 days musical instruments
3533,getting started with wordpress 2016,https://www.udemy.com/getting-started-with-wordpress-cms/,web development software development,getting started wordpress 2016 web development software development
3534,getting the life of an instructional designer,https://www.udemy.com/getting-the-life-of-an-instructional-designer/,Graphic Design,getting life instructional designer graphic design
3535,gibson's learn & master guitar,https://www.udemy.com/learnandmasterguitar/,Musical Instruments,gibsons learn  master guitar musical instruments
3536,gimp for beginners. make your own professional book covers,https://www.udemy.com/gimp-for-beginners/,Graphic Design,gimp beginners professional book covers graphic design
3537,gimp in-depth essential training course: free photoshop alt.,https://www.udemy.com/gimp-in-depth-essential-training-course/,Graphic Design,gimp indepth essential training course free photoshop alt graphic design
3538,git a web developer job: mastering the modern workflow,https://www.udemy.com/git-a-web-developer-job-mastering-the-modern-workflow/,web development software development,git web developer job mastering modern workflow web development software development
3539,gitarre spielen - mein schönstes hobby,https://www.udemy.com/gitarre-spielen-mein-schonstes-hobby/,Musical Instruments,gitarre spielen  mein schnstes hobby musical instruments
3540,gitarre spielen wie die profis,https://www.udemy.com/gitarrenakkordespielenwiedieprofis/,Musical Instruments,gitarre spielen wie die profis musical instruments
3541,global macro investing - take control of the world's markets,https://www.udemy.com/global-macro-trading-take-control-of-the-worlds-markets/,Business Finance,global macro investing  control worlds markets business finance
3542,google blogger : how to create a blog,https://www.udemy.com/google-blogger-how-to-create-a-blog/,web development software development,google blogger  create blog web development software development
3543,google blogger course,https://www.udemy.com/free-blogger-course/,web development software development,google blogger course web development software development
